"","Id","Sales"
"1",1,8449.42921842705
"2",24825,8599.48041371884
"3",5993,6389.19016796189
"4",37665,8750.80926104051
"5",18833,6521.02653966653
"6",12841,8690.29284080575
"7",19689,6654.14056340104
"8",857,8582.54324216156
"9",15409,351.114783724963
"10",38521,8883.92328477501
"11",13697,8823.40686454026
"12",7705,6655.41821543091
"13",39377,387.544430899269
"14",20545,6787.25458713555
"15",1713,8715.65726589607
"16",16265,6121.684468463
"17",33385,378.437019105693
"18",27393,369.329607312116
"19",2569,8848.77128963057
"20",40233,6158.11411563731
"21",21401,360.22219551854
"22",35953,8484.58121357148
"23",34241,6149.00670384373
"24",3425,352.392435754832
"25",22257,6130.79188025658
"26",9417,361.499847548409
"27",30817,6539.24136325368
"28",10273,6132.06953228645
"29",35097,8351.46718983698
"30",23113,8333.25236624983
"31",4281,6122.96212049287
"32",14553,8847.49363760071
"33",8561,6788.53223916542
"34",29961,6406.12733951917
"35",25681,8732.59443745335
"36",5137,6256.07614422738
"37",23969,8466.36638998433
"38",36809,8617.695237306
"39",17977,6387.91251593202
"40",26537,8865.70846118786
"41",11985,8557.17881707124
"42",6849,6522.3041916964
"43",17121,6254.79849219751
"44",29105,6273.01331578467
"45",32529,6805.4694107227
"46",11129,8424.06479333673
"47",31673,6672.3553869882
"48",28249,6139.89929205016
"49",23970,7213.39937770619
"50",1714,7552.22502867496
"51",24826,7346.5134014407
"52",18834,5268.05952738839
"53",38522,7720.4910475539
"54",5994,5225.75793074078
"55",35954,7321.14897635038
"56",2,7285.99698120594
"57",39378,-865.422581378874
"58",4282,4959.52988327177
"59",29106,5020.04630350652
"60",8562,5625.10000194431
"61",9418,-801.932389672698
"62",25682,7479.62742517521
"63",19690,5401.1735511229
"64",34242,4896.03969156559
"65",16266,4868.71745618486
"66",22258,4877.82486797844
"67",26538,7612.74144890971
"68",20546,5534.2875748574
"69",10274,4968.63729506534
"70",30818,5286.27435097554
"71",37666,7587.3770238194
"72",33386,-874.52999317245
"73",14554,7594.52662532256
"74",858,7419.11100494045
"75",21402,-892.744816759604
"76",2570,7685.33905240947
"77",11130,7171.09778105859
"78",5138,5092.64390700628
"79",40234,4905.14710335917
"80",32530,5642.03717350159
"81",36810,7454.26300008489
"82",11986,7304.21180479309
"83",15410,-901.85222855318
"84",35098,7188.03495261587
"85",29962,5153.16032724103
"86",23114,7080.28535397168
"87",17978,5134.94550365388
"88",31674,5508.92314976709
"89",28250,4886.93227977201
"90",6850,5358.87195447529
"91",13698,7570.43985226212
"92",27394,-883.637404966027
"93",7706,5491.9859782098
"94",17122,5001.83147991937
"95",12842,7437.3258285276
"96",3426,-811.039801466274
"97",4283,6543.96017581211
"98",23971,8887.36444530357
"99",24827,9020.47846903808
"100",1715,9136.6553212153
"101",8563,7209.53029448465
"102",5995,6810.18822328112
"103",29107,6694.01137110391
"104",38523,9304.92134009425
"105",34243,6480.46998410593
"106",22259,6462.25516051878
"107",35955,8905.57926889072
"108",3,8870.42727374628
"109",20547,7208.25264245478
"110",39379,719.007711161469
"111",16267,6453.1477487252
"112",26539,9286.70651650709
"113",23115,8754.25042156906
"114",18835,6942.02459498577
"115",25683,9153.59249277259
"116",37667,9171.80731635974
"117",859,9003.54129748079
"118",17123,6675.79654751675
"119",5139,6677.07419954662
"120",19691,7075.13861872028
"121",9419,782.497902867645
"122",7707,7076.41627075015
"123",11987,8888.64209733344
"124",10275,6553.06758760568
"125",35099,8772.46524515622
"126",33387,709.900299367893
"127",14555,9178.95691786291
"128",21403,691.68547578074
"129",2571,9269.76934494981
"130",11131,8755.52807359893
"131",29963,6827.12539483841
"132",15411,682.578063987163
"133",28251,6471.36257231236
"134",32531,7226.46746604194
"135",13699,9154.87014480246
"136",36811,9038.69329262523
"137",30819,6960.23941857292
"138",40235,6489.57739589951
"139",6851,6943.30224701564
"140",12843,9021.75612106795
"141",27395,700.792887574316
"142",17979,6808.91057125126
"143",3427,773.390491074069
"144",31675,7093.35344230743
"145",860,8497.61286911768
"146",24828,8514.55004067497
"147",5996,6304.25979491801
"148",4284,6038.031747449
"149",26540,8780.77808814398
"150",23972,8381.43601694045
"151",1716,8630.72689285219
"152",28252,5965.43414394924
"153",4,8364.49884538317
"154",23116,8248.32199320595
"155",37668,8665.87888799663
"156",16268,5947.21932036209
"157",35956,8399.65084052761
"158",11132,8249.59964523582
"159",19692,6569.21019035717
"160",5140,6171.14577118351
"161",22260,5956.32673215567
"162",32532,6720.53903767882
"163",11988,8382.71366897032
"164",30820,6454.31099020981
"165",39380,213.079282798356
"166",10276,6047.13915924257
"167",33388,203.97187100478
"168",14556,8673.02848949979
"169",40236,5983.6489675364
"170",25684,8647.66406440948
"171",6852,6437.37381865252
"172",17124,6169.86811915364
"173",34244,5974.54155574282
"174",15412,176.64963562405
"175",3428,267.462062710955
"176",20548,6702.32421409167
"177",9420,276.569474504532
"178",17980,6302.98214288814
"179",21404,185.757047417626
"180",35100,8266.5368167931
"181",7708,6570.48784238703
"182",8564,6703.60186612154
"183",29108,6188.08294274079
"184",2572,8763.8409165867
"185",29964,6321.1969664753
"186",36812,8532.76486426212
"187",38524,8798.99291173113
"188",27396,194.864459211203
"189",13700,8648.94171643935
"190",31676,6587.42501394432
"191",12844,8515.82769270483
"192",18836,6436.09616662265
"193",16269,6839.19491484666
"194",23973,9183.87683636798
"195",4285,6930.00734193356
"196",11989,9274.68926345489
"197",11133,9141.57523972039
"198",861,9389.58846360225
"199",23117,9050.76281263348
"200",1717,9522.70248733676
"201",5997,7196.23538940258
"202",5,9256.47443986774
"203",17125,6972.30893858117
"204",34245,6866.51715022739
"205",22261,6848.30232664024
"206",21405,1077.73264190219
"207",26541,9583.21890757151
"208",9421,1168.5450689891
"209",30821,7256.75180963734
"210",10277,6939.11475372714
"211",35101,9158.51241127767
"212",33389,1095.94746548935
"213",35957,9291.62643501217
"214",5141,7063.12136566807
"215",12845,9407.8032871894
"216",6853,7329.34941313709
"217",36813,9424.74045874669
"218",20549,7504.7650335192
"219",3429,1159.43765719552
"220",32533,7612.51463216339
"221",2573,9655.81651107126
"222",8565,7595.57746060611
"223",24829,9316.9908601025
"224",29109,6990.52376216832
"225",18837,7238.53698605019
"226",25685,9450.10488383701
"227",15413,1068.62523010862
"228",40237,6875.62456202096
"229",38525,9690.9685062157
"230",7709,7462.4634368716
"231",17981,7105.42296231567
"232",39381,1105.05487728292
"233",27397,1086.84005369577
"234",29965,7123.63778590283
"235",31677,7479.40060842889
"236",19693,7371.6510097847
"237",14557,9565.00408398436
"238",28253,6857.40973843381
"239",13701,9540.91731092391
"240",37669,9557.8544824812
"241",24830,8657.70219367305
"242",34246,6207.22848379794
"243",35102,8409.68896979118
"244",10278,6190.29131224065
"245",20550,6845.47636708975
"246",5142,6314.29792418159
"247",16270,6179.90624841721
"248",22262,6189.01366021079
"249",15414,409.336563679168
"250",30822,6597.46314320789
"251",11990,8525.8658219684
"252",6,8507.65099838125
"253",11134,8392.7517982339
"254",8566,6846.75401911962
"255",862,8640.76502211576
"256",29966,6464.34911947338
"257",13702,8881.62864449446
"258",17126,6313.02027215172
"259",26542,8923.93024114206
"260",39382,445.766210853474
