ResponseID,StartDate,EndDate,Week No.,Q001,Q001_999,Weight
R_1mUlwUlYjUyEBiq,10/25/2017 0:00,10/25/2017 0:00,43,5,,0.02279
R_2r64mJgOrNonliV,10/26/2017 0:00,10/26/2017 0:00,43,5,,0.30289
R_3HvLFgx0an1lyFZ,10/26/2017 0:00,10/26/2017 0:00,43,5,Offering Visio for Mac’s and as Office 365.,0
R_1I9JOPt3nZF7CIE,10/26/2017 0:00,10/26/2017 0:00,43,4,your doming amgreat job,0.11471
R_2QZ0mTbpY6Z5Bo7,10/26/2017 0:00,10/26/2017 0:00,43,5,"Some easy how to use videos, super easy to follow and try",0.68847
R_31Af6THoq08jqab,10/26/2017 0:00,10/26/2017 0:00,43,3,,4.11021
R_3iWPS8tujrpsTSS,10/12/2017 0:00,10/12/2017 0:00,41,3,,0.2363
R_2pVSEW6ZCDS5jrx,10/26/2017 0:00,10/26/2017 0:00,43,3,,2.71206
R_1ITvZCyELu3F9bl,10/26/2017 0:00,10/26/2017 0:00,43,5,"I love Microsoft 365, I can’t imagine how to improve it. It’s great.",0.9614
R_12zsfob5vs6YpIs,10/26/2017 0:00,10/26/2017 0:00,43,4,,2.56659
R_2woWk6WWCNn47Xg,10/26/2017 0:00,10/26/2017 0:00,43,5,,0.08628
R_3nVNV6Zozuokekt,10/26/2017 0:00,10/26/2017 0:00,43,5,Leave it alone,0.02587
R_2qwObC2o50wupTM,10/26/2017 0:00,10/26/2017 0:00,43,1,"an install disc that lasts more than a year and not a damn subscription. Don't need or want cloud BS, want a reliable word processor that works. Will not be paying for this again. Open Office and LibreOffice have caught up for my needs and when price comparison, far better than over priced subscription",4.08815
R_r6XkqdP28nCxmmJ,10/12/2017 0:00,10/12/2017 0:00,41,3,It's to resource heavy for smaller users.,1.09388
R_1eqLTgLn0U7zPbX,10/26/2017 0:00,10/26/2017 0:00,43,5,More cloud space,0.27531
R_2Qin4F2pctrhiKK,10/26/2017 0:00,10/26/2017 0:00,43,2,The vast majority of people do not benefit from a subscription based program.,0
R_SSNeHjF9V9q7fNL,10/26/2017 0:00,10/26/2017 0:00,43,5,,2.09598
R_3gZPdI3TxPiGM9N,10/26/2017 0:00,10/26/2017 0:00,43,1,Drop the subscription pricing.,0
R_2fTeTSXA7jHYVpL,10/26/2017 0:00,10/26/2017 0:00,43,3,LIMIT CHANGES TO ONE PER YEAR,0.11471
R_1JJeIqnb6HUwo8x,10/26/2017 0:00,10/26/2017 0:00,43,5,,1.52467
R_3PzNaZEbr7RseWP,10/26/2017 0:00,10/26/2017 0:00,43,5,,2.57298
R_1DMPyyEcvCAYZYx,10/27/2017 0:00,10/27/2017 0:00,43,4,Add more animations in PowerPoint. I make PowerPoint games!,5.00002
R_sMdMqLhdEy6Jwrf,10/27/2017 0:00,10/27/2017 0:00,43,5,At the present time there is nothing that needs to be done to make Office 365 better for me.,0.03896
R_1Q9iG38zpspYVyC,10/27/2017 0:00,10/27/2017 0:00,43,1,Haven't been able to use it. I activated the software which came with my new computer but it still says it is inactive. Don't know how to rectify this can't seem to find help at Microsoft.,2.71206
R_1qeoeUuh16RQVKQ,10/27/2017 0:00,10/27/2017 0:00,43,5,,1.12851
R_25HIo87W0uQxHRQ,10/27/2017 0:00,10/27/2017 0:00,43,5,,0.49405
R_8uH3LJ3ZDUt4QLL,10/27/2017 0:00,10/27/2017 0:00,43,5,,0
R_2tEI7zosoIf53FT,10/27/2017 0:00,10/27/2017 0:00,43,5,,0.01354
R_qW5unlXg1GzTaff,10/27/2017 0:00,10/27/2017 0:00,43,1,,0
R_1MTdRU8ruLrfeDI,10/27/2017 0:00,10/27/2017 0:00,43,3,Ability to merge old separate pst files without redownloading all back emails from server.,0.10886
R_1JRYqpvY3WQfiAN,10/27/2017 0:00,10/27/2017 0:00,43,4,,0.11471
R_3PdVRexpGusqQ6d,10/27/2017 0:00,10/27/2017 0:00,43,5,A one-time purchase rather than a renewal would be very acceptable to me,0.15746
R_8cWibpTHoFjqp4R,10/27/2017 0:00,10/27/2017 0:00,43,5,Seems to me that I am logged out more from 365 account than normal. If you can look into this that will be great. Mostly for ms note. Thx,0.19784
R_332pkiX9yTq49bb,10/27/2017 0:00,10/27/2017 0:00,43,4,More consistency between different operating systems,0.47576
R_1rHtGTfC3JvjqqQ,10/27/2017 0:00,10/27/2017 0:00,43,5,,0.00234
R_pEmoKW5pnVB6XWp,10/27/2017 0:00,10/27/2017 0:00,43,4,no suggestions,0.05782
R_Aj92PKCZgnPCbDj,10/27/2017 0:00,10/27/2017 0:00,43,5,,4.83944
R_115B1EWV1Dz11QD,10/27/2017 0:00,10/27/2017 0:00,43,1,Cut cost!,0
R_PNh3OaXLU5Rat8d,10/27/2017 0:00,10/27/2017 0:00,43,4,,0.3328
R_1oojrooSLd96fhq,10/27/2017 0:00,10/27/2017 0:00,43,3,"Honestly I wouldn't even know because, I really don't use it as much.",2.9835
R_214AoDUCJlk3smL,10/27/2017 0:00,10/27/2017 0:00,43,1,"First, you can stop having random people call me int eh middl of the work day about my ""microsoft computer.""  Second, you can make it so that the pop up that happens when there is a problem with the  program doesn't stop you from ever using that window again. So irritating to have to power down and restart each time.  Third,  if there's an issue with the payment, just SAY IT in an email, and give me a link to change the payment method. I just cancelled the entire thing rather than have to keep dealing with that.  Especially the phone calls.  So super irritating.  You do realize I""m not going to be giving out any account info or payment info to a random person who calls me not eh phone, right??",1.54935
R_1P2euDaiBM9fQUQ,10/27/2017 0:00,10/27/2017 0:00,43,2,,0
R_2eVjYsk1i7pAHJt,10/27/2017 0:00,10/27/2017 0:00,43,4,,0.11471
R_2UWxqqymisgGpfK,10/13/2017 0:00,10/13/2017 0:00,41,5,,0.08769
R_2Ev1wSARMb0QrxQ,10/27/2017 0:00,10/27/2017 0:00,43,5,Offer 365 as a permanent software with free updates forever,3.8146
R_2xS4RO761hsTSS1,10/27/2017 0:00,10/27/2017 0:00,43,2,Make it work like the version that resides on the computer.,0.0571
R_2uDrLry4cuzY84H,10/28/2017 0:00,10/28/2017 0:00,43,3,"As much as I didn’t care for Google Docs, its use is required by our kids school, and I can see some of the positive uses which MS OFfice does not offer.   Two specific items:  auto save has come in handy many times for our kids projects and the ease of sharing info with classmates, teachers, etc.",0
R_encYCpZCGOYUrf3,10/28/2017 0:00,10/28/2017 0:00,43,1,I am not even sure I installed it. There was no confirmation of the process. I only use Word.,0.08628
R_2abiAd21CgbRysV,10/28/2017 0:00,10/28/2017 0:00,43,4,Provide lower cost options that excludes certain software such as that in Home and Student package.,1.34721
R_25NEwDg1bDbSDLH,10/28/2017 0:00,10/28/2017 0:00,43,5,,3.8146
R_31XjywO1PhQCOa4,10/28/2017 0:00,10/28/2017 0:00,43,5,Not sure,0.00272
R_V1HRU4UmBXxDmOB,10/14/2017 0:00,10/14/2017 0:00,41,5,,5.00007
R_1rukG5IXfBAGRvD,10/14/2017 0:00,10/14/2017 0:00,41,5,,0.13671
R_xronwkBv9ZIbQJj,10/28/2017 0:00,10/28/2017 0:00,43,5,"in any and all cases actually, improvement springs forth when there is genuine focus on customer satisfaction. therefore since you are the possessor of that focus, all I can say is continue doing what you are doing, being mindful of the customer.with the goalful objective of providing innovative advances.",0.12412
R_29gglCnXfhxbOq8,10/28/2017 0:00,10/28/2017 0:00,43,4,"I am still learning, any tips would be great full.",0.49026
R_2pXHTOWpo0ThaD3,10/14/2017 0:00,10/14/2017 0:00,41,5,,2.34155
R_3qvOGRm9VvGn7cV,10/28/2017 0:00,10/28/2017 0:00,43,5,,2.69922
R_2aWGd0VKR4kJ8wh,10/28/2017 0:00,10/28/2017 0:00,43,4,,0.12412
R_RJ5cLMcvW1X5evL,10/28/2017 0:00,10/28/2017 0:00,43,5,Not sure that I can reply on how to make it better.  Office 365 offers all I need.  Just wish there was an inexspensive way to get hands on help to learn all the features.,1.23818
R_PChlfi9YFusKAZH,10/28/2017 0:00,10/28/2017 0:00,43,4,Annual subscriptions should be eliminated,0
R_3PTyix1URJJdqJP,10/28/2017 0:00,10/28/2017 0:00,43,5,It works fine the way it is,1.48898
R_3I3pikQzmwD1G79,10/28/2017 0:00,10/28/2017 0:00,43,3,,0.18272
R_1iqz3OTUnO1k5O6,10/28/2017 0:00,10/28/2017 0:00,43,4,,0.00287
R_1BVKmOQ9cd6649X,10/28/2017 0:00,10/28/2017 0:00,43,5,I had issues with Outlook related to viewing external images. Troubleshooting on the topic is scarce. The issue does not happen in outlook 2013,0.82374
R_27I6nKkuf0QG5ES,10/28/2017 0:00,10/28/2017 0:00,43,5,,0.18272
R_27dGJabj8wW6Woz,10/29/2017 0:00,10/29/2017 0:00,44,4,,0
R_3meocH96Av8Hrmm,10/29/2017 0:00,10/29/2017 0:00,44,2,I want the format painter easily accessible from all of the Office 365 apps,0
R_u9q5eYedvohrYRj,10/15/2017 0:00,10/15/2017 0:00,42,3,"Faster download of basics, caching maybe",0.01448
R_3gXT1dr4oycPZ5Z,10/29/2017 0:00,10/29/2017 0:00,44,5,,0
R_3Pk5SyLCh4AjFHb,,,44,5,,NULL
R_CmmRnPUrNflMMwx,,,44,5,N/A,NULL
R_2R4UC3bnpjJj3wB,,,44,5,,NULL
R_1Imh2XkYBUY22jw,,,44,5,Lowering the cost per year.,NULL
R_2SAY8A4QjWgY5Sb,,,44,3,Less expensive,NULL
R_12x1jV44GCdfmgo,,,44,1,Not sure,NULL
R_2Tpe47gcRw7aZer,,,44,5,,NULL
R_3dWcphV2CMk9rDH,,,44,5,,NULL
R_3qIJT0mLaw8Q9kx,,,44,5,,NULL
R_3JyiiJiRNa63GPq,,,44,4,I love it,NULL
R_33dIiOtNJ9VRgC9,,,44,5,Can’t think of anything!,NULL
R_1Lin6Mhe0LzAPtb,,,42,3,,NULL
R_3mfMVQyPKgtYzRe,,,44,4,Really not sure.,NULL
R_2zHNDs8ykA6QkRj,,,44,4,I'm a writer. I need all the help I can get.,NULL
R_1ewTZumVRaH221Y,,,44,4,,NULL
R_O437nt7Ejt58pnH,,,44,5,,NULL
R_262BBglO2RlpfIs,,,44,4,Continued improvement.,NULL
R_241tYoG0wlow1Hq,,,44,1,easier and more better organizer,NULL
R_3RkGrsqaMSfGsR0,,,44,3,,NULL
R_2CV92HOgDczDEpv,,,44,5,Everything is fine for me,NULL
R_VUVveB4u1tgRhp7,,,44,5,"Make it easier to navigate and understand with prompts for fixes as well as set up. Make billing easier by reminding customers 3 months in advance when their package up for renewal and to report any changes. Make changes more feasible to report. Make a package that lasts longer than one year at an affordable price especially for regular paying customers with discounts for students and senior citizens as well as military active/inactive personnel and families. Make an affordable package for small business owners. All of this with full technical support and follow up check in calls to see if customers are having problems understanding their options, products, billing information, and how you can make the packages more helpful to them. I think there should be added a tool for managing pictures for bloggers and cropping them. Thank You.",NULL
R_2dXghAsXKtVPZKh,,,44,4,,NULL
R_suLqMHcXhbLEu7n,7/11/2017 19:03,7/11/2017 19:07,28,4,,NULL
R_2pJp6VEvA7t1IFw,7/11/2017 19:01,7/11/2017 19:07,28,3,Outlook has a bug in working with the GMAIL important folder.  Not only am I getting duplicate information in Outlook.  If I disable/remove the important folder I tend to lose a lot of critical emails.,NULL
R_3Eu0s965bIOZIbm,7/11/2017 19:03,7/11/2017 19:07,28,4,more user friendly,NULL
R_3O85aHwdq7ov21f,7/11/2017 19:06,7/11/2017 19:09,28,3,,NULL
R_2R4eki8CbxKmY2A,7/11/2017 19:07,7/11/2017 19:10,28,4,Outlook for Mac needs considerable work. Needs to reflect the functionality of Outlook for Windows,NULL
R_239aRvfdHqFNTWl,7/11/2017 19:05,7/11/2017 19:10,28,3,Excel crashes very often on a mac.  At least when using two monitors.  vlookup formula doesn't work.  lots of other buggy behavior.  very slow.  not sure if it is my mac or the office but it has been a problem since I installed it five years ago.  in the process of replacing it with a surface pro,NULL
R_2R3nsUzGZZeDPCo,7/11/2017 19:09,7/11/2017 19:11,28,4,,NULL
R_1FyyXt7l21r4Ws6,7/11/2017 19:02,7/11/2017 19:13,28,5,"All programs except Outlook work very well.  Outlook needs to be reworked and greatly improved.  It is constantly dropping mail, calendar dates, freezing up and looping.",NULL
R_12QIAtKIPDBKxgi,7/11/2017 19:07,7/11/2017 19:13,28,3,,NULL
R_1LtixJ4I107KFyv,7/11/2017 19:07,7/11/2017 19:14,28,4,"Outlook continues to improve, but it still needs some serious work.  Functional stability and parity between Mac and Windows are the 2 areas that need focus.",NULL
R_2pLiVwlNRP9xORZ,7/11/2017 19:11,7/11/2017 19:14,28,4,,NULL
R_23eMhV2IZnBQM2c,7/11/2017 19:12,7/11/2017 19:15,28,5,,NULL
R_24NrzKFRx5Kb7U4,7/11/2017 19:17,7/11/2017 19:18,28,5,,NULL
R_22yHz1jmSstAvY7,7/11/2017 19:16,7/11/2017 19:19,28,5,I like it and use it as is.,NULL
R_3lVsEWqQ2p1Y4KE,7/11/2017 19:16,7/11/2017 19:20,28,5,,NULL
R_ymYk6ZQBHAM3ORb,7/11/2017 19:18,7/11/2017 19:25,28,5,"Synchronization between different devices is overall very good already, Outlook is lagging behind though. I don't need to see the same messages, flagged as unread again, when I log into my notebook or my desktop afterwards.",NULL
R_2o7GWp0fZ2kUmoF,7/11/2017 19:24,7/11/2017 19:29,28,5,Not really sure. I use parts of Office 365 on a daily bases and really haven't had any issues.,NULL
R_2YEXD67x4uTqEuk,7/11/2017 19:29,7/11/2017 19:33,28,4,no requests at this time,NULL
R_9L9MhZC5D4Ylwgp,7/11/2017 19:27,7/11/2017 19:33,28,3,"I was advised that I would be able to sync my Outlook emails and calendar on my Mac's OSX and Windows 10 OS using Bootcamp, and my iPhone. While my iPhone and Win 10 OS do sync my emails and calendar (most of the time), my Mac's Outlook fails to sync. Changes I make on the Mac side to Outlook email folders, I believe, will not work on the Win 10 OS. Not a happy camper.",NULL
R_25L3WFEb7SftSP9,7/11/2017 19:29,7/11/2017 19:33,28,5,Registration and renewal process needs a better process,NULL
R_2ctlCdnbxtGfrGc,7/11/2017 19:24,7/11/2017 19:34,28,1,"I have been using this service for a few years since my kids have been in college, but now that they are almost finished I will be stopping this service soon. It is very expensive and we are on a tight budget, especially with the kids in college. I am using google docs more and more and it is free. Google also allows free and very accessible storage for my photos and documents. With all of the passwords and different accounts I have to remember, using this service just adds one more bit of information to remember.. I often forget that I even have this account. I only remember that I have it when the bill comes along. Then I begin to question why I am paying for a service that I can get for free with google. Sorry, but I'll be discontinuing the service soon.",NULL
R_6M4lYNEwjfAVWW5,7/11/2017 19:35,7/11/2017 19:38,28,5,,NULL
R_R8gpBFHu8oC0efn,7/11/2017 19:37,7/11/2017 19:39,28,5,,NULL
R_1P1znNZNmd4SpSF,7/11/2017 19:39,7/11/2017 19:40,28,5,,NULL
R_3oLcnFWH0u43N72,7/11/2017 19:37,7/11/2017 19:40,28,5,"For me, I do not need all the tools incorporated into the product. I am retired and only use a fraction of what comes with Office. I enjoy Word and Excel. It would be nice to provide a cut down version for us retirees.",NULL
R_BJrCoD9f8DBkQWB,7/11/2017 19:41,7/11/2017 19:45,28,3,"Too expensive for ordinary folks.  Most of us do not use Access so that could be removed.\OneNote is by far my favorite software.  The drag and drop image and paragraph placement should be much more fine grained.  It needs greater precision when placing images, more like Word.",NULL
R_8wPNENkBbZrhKwh,7/11/2017 19:38,7/11/2017 19:46,28,3,"Allow Outlook to work with my company's Proxy connection to our Exchange server.  Deletion of this capability has kept me from upgrading versions.  Also, I found it easier to find seldom used functions in the menu structure on earlier versions.  Menu evolution seems to be change for the sake of change or differentiation, not usability improvement.",NULL
R_29oddgQ2irBCemw,7/11/2017 19:42,7/11/2017 19:46,28,5,Currently meets my needs.,NULL
R_7QFMiCAXcO3C6ch,7/11/2017 19:37,7/11/2017 19:47,28,4,"Although some of the features of Word that assume formatting can be helpful, they can also be irritating.  For instance, auto-settings shouldn't change the header page setting to match a previous section after I have already deleted it.  Also, the annual cost could be lower.",NULL
R_3dH5zy3q11ylIqe,7/11/2017 19:44,7/11/2017 19:52,28,3,"I used to be able to open my email in one step; now I get a screen with Premium (which I already have) and Sign In, and have to click on the latter. I don't need the extra step. I also can no longer directly open any Word files without encountering an error message. I have to open Word first. And I hate the ""protected view"" message ... duh!",NULL
R_3fP5i0otyOB4iP8,7/11/2017 19:51,7/11/2017 19:55,28,5,"Increase storage to unlimited for photos & videos.  Also, support Live Photos from iOS.",NULL
R_1q9EwT33eJU34Cy,7/11/2017 19:55,7/11/2017 19:59,28,4,Word must support e-postage.,NULL
R_232kt9QnR9htBJT,7/11/2017 20:02,7/11/2017 20:08,28,1,"I need to be able to put my contacts in categories. I want to sort by client, employee etc.....",NULL
R_33e74ISC5t8wxQZ,7/11/2017 20:06,7/11/2017 20:10,28,5,"Offering exactly the same experience on the Mac as the PC. They are really close now, but not there yet.",NULL
R_Usymov2aUhrnN2V,7/11/2017 20:03,7/11/2017 20:15,28,4,"I use O365 with Mac OS, iOS, and win 10.  It simply works, do not break it by making very, very good better",NULL
R_3Q036LpftPjAOI4,7/11/2017 20:15,7/11/2017 20:18,28,4,,NULL
R_1NtdbOQdnqMBaIr,7/11/2017 20:13,7/11/2017 20:19,28,5,,NULL
R_3PSPsMIAjqsOyke,7/11/2017 20:21,7/11/2017 20:25,28,5,,NULL
R_2pRFnuZjEJg3B3N,7/11/2017 20:16,7/11/2017 20:26,28,5,No complaints - I am used to this system and can rely on it 100%.  Its navigation is second nature - no needed upgrades required from my point of view.,NULL
R_31EDmbuvpJX8tfc,7/11/2017 20:27,7/11/2017 20:29,28,4,,NULL
R_33w1WYnRyLsVmzj,7/11/2017 20:30,7/11/2017 20:32,28,5,Application works very well across all programs.,NULL
R_1meMPinEWVDH4SD,7/11/2017 20:20,7/11/2017 20:36,28,4,Make it readily available to Mac OS X version 10.9.5 and not only to the new version Mac OS X.,NULL
R_Tu8Cld7F3yomkSt,7/11/2017 20:37,7/11/2017 20:39,28,5,,NULL
R_5zoL3OWdCQ3zJct,7/11/2017 20:46,7/11/2017 20:52,28,3,the applications run smoothly among themselves,NULL
R_3JmBcd0LxMf9eSv,7/11/2017 20:58,7/11/2017 21:07,28,5,Need to work on Access particularly compatibility with earlier version DBs.,NULL
R_6tHF3BbBmqovNdv,7/11/2017 21:05,7/11/2017 21:08,28,3,Cheaper,NULL
R_3HAISzvxOTtpub5,7/11/2017 21:07,7/11/2017 21:09,28,5,,NULL
R_2D0GJIT5pIEkG5M,7/11/2017 21:10,7/11/2017 21:16,28,5,,NULL
R_3HLk9xQXDRj4wcu,7/11/2017 21:32,7/11/2017 21:34,28,5,,NULL
R_1INqIfXWAJVbGTw,7/11/2017 21:31,7/11/2017 21:37,28,3,Don't make Outlook so difficult to use.  Cannot set it up with my email.  Could use video or clearer instructions.  Would like to send email attachments without using outlook.,NULL
R_vCCJoUZx6kwRYmR,7/11/2017 21:42,7/11/2017 21:46,28,5,,NULL
R_3PoUWJ0Jxhkr9CN,7/11/2017 22:09,7/11/2017 22:15,28,5,,NULL
R_w7xZGK3lxfXsGB3,7/11/2017 20:01,7/11/2017 22:19,28,5,,NULL
R_299RDmOhVfw3r6H,7/11/2017 22:36,7/11/2017 22:39,28,4,,NULL
R_3plgRLak0RFNqc3,7/11/2017 23:08,7/11/2017 23:08,28,5,,NULL
R_1BQ0pdE9mcYasDH,7/11/2017 23:06,7/11/2017 23:10,28,5,,NULL
R_08N6nu09mMHvUbf,7/11/2017 23:19,7/11/2017 23:20,28,4,,NULL
R_10N3YYWtV4Y37ex,7/11/2017 23:55,7/11/2017 23:58,28,4,,NULL
R_20ZrbPDLUXSMkTN,7/12/2017 0:12,7/12/2017 0:13,28,5,,NULL
R_241VRC260MFh1XX,7/12/2017 0:19,7/12/2017 0:27,28,4,Make it a monthly subscription or allow a buy for life option to avoid surprise $100 charges. \Make it easier to transfer service from old to new machines,NULL
R_1dskpHvmGXYv6Oi,7/12/2017 0:51,7/12/2017 0:54,28,4,Easier access to accounts,NULL
R_28Ne3CpRfVGz346,7/12/2017 1:03,7/12/2017 1:06,28,3,"Parity between desktop and web versions need to be better. At least give the ability to ""Review Changes"" on Word documents. When sharing/working with others on documents, this is a painful process without it on the web.",NULL
R_3FLqOsHi4wESldL,7/12/2017 1:07,7/12/2017 1:12,28,2,,NULL
R_2fuDJZjuIIOty7I,7/12/2017 1:16,7/12/2017 1:16,28,2,,NULL
R_2VkVGyUin83pu8q,7/12/2017 1:28,7/12/2017 1:32,28,5,,NULL
R_1ozOElmo7JNpVhn,7/12/2017 1:43,7/12/2017 1:46,28,3,Make it less expensive,NULL
R_1d6qqJKc1UFe4Tq,7/12/2017 2:45,7/12/2017 2:50,28,5,In Outlook would be nice to search with in a search,NULL
R_1ePNvekWpQrwMVE,7/12/2017 3:14,7/12/2017 3:14,28,5,,NULL
R_5ASJLDoCpuvI8cV,7/12/2017 3:22,7/12/2017 3:28,28,5,,NULL
R_22JJcVRKlnDblIt,7/12/2017 3:36,7/12/2017 3:38,28,4,Stop telling me to update.,NULL
R_rkJRnxFgkGI8QKt,7/12/2017 5:06,7/12/2017 5:09,28,5,,NULL
R_3EF6qRsMZjaBzzi,7/12/2017 5:40,7/12/2017 5:42,28,2,"Make it more stable. I find that it has to close and reopen at least once every day, usually without loss of data, but annoying",NULL
R_2rDxnHS0IzbbVUS,7/12/2017 5:42,7/12/2017 5:45,28,5,,NULL
R_1jxHRwaz8XDVoXM,7/12/2017 6:38,7/12/2017 6:40,28,5,"I'm able to run my businesses with ease because I can quickly access the spreadsheets, word docs and my email",NULL
R_QoUeoy4CUn65bjP,7/12/2017 6:58,7/12/2017 7:00,28,2,,NULL
R_2t5se0cEtdqogYV,7/12/2017 4:05,7/12/2017 8:40,28,5,Word2016 tutorial needed,NULL
R_xrRJdgUowE8rZUB,7/12/2017 14:18,7/12/2017 14:22,28,5,,NULL
R_1KpfrYY8rLv6Zto,7/12/2017 14:47,7/12/2017 14:49,28,5,I am happy with it!,NULL
R_3e5htdLvL6MP2Ky,7/12/2017 15:30,7/12/2017 15:30,28,4,,NULL
R_3nibqIjPPY03Wq0,7/12/2017 16:17,7/12/2017 16:19,28,3,,NULL
R_1dEPX5m9W3B8uCR,7/12/2017 16:20,7/12/2017 16:22,28,5,,NULL
R_1LXoSCZRWxC1C4s,7/12/2017 17:22,7/12/2017 17:25,28,5,,NULL
R_1DnUgmNRsNlURcU,7/12/2017 18:16,7/12/2017 18:16,28,4,,NULL
R_2ZQcKBbWygEvyZi,7/12/2017 19:05,7/12/2017 19:07,28,4,"easier downloads, better explanations of what has been loaded and where.",NULL
R_PUl6C0ISJp2i2iZ,7/12/2017 20:27,7/12/2017 20:29,28,5,,NULL
R_3qD5p0Q9os7RQSU,7/12/2017 20:26,7/12/2017 20:29,28,3,,NULL
R_7VPY5AlbeMbHxPr,7/12/2017 20:27,7/12/2017 20:30,28,5,,NULL
R_2R98iDwvPJt9TEM,7/12/2017 20:27,7/12/2017 20:30,28,4,Make microsoft outlook application work on my computer again,NULL
R_2z8EiPjwmCVxAcb,7/12/2017 20:27,7/12/2017 20:31,28,5,,NULL
R_2th7LFONZTrTcng,7/12/2017 20:30,7/12/2017 20:33,28,4,,NULL
R_28LFgNHHYTo0GkY,7/12/2017 20:29,7/12/2017 20:33,28,4,Better interface with ZOHO,NULL
R_7Ty1zhAhbY8Y8Ex,7/12/2017 20:28,7/12/2017 20:34,28,5,,NULL
R_DOinsf28ypcXxPH,7/12/2017 20:30,7/12/2017 20:35,28,1,crashes and crashes and crashes work on a document for 5 hours crash most of it gone this is the worst every MS,NULL
R_2pYbbmsks5yyRn6,7/12/2017 20:29,7/12/2017 20:36,28,1,,NULL
R_1Iav6zRNtZRNlga,7/12/2017 20:33,7/12/2017 20:36,28,5,,NULL
R_1ghCyUXvXpJiDX9,7/12/2017 20:35,7/12/2017 20:38,28,2,,NULL
R_31NQ0FtDh8B0y21,7/12/2017 20:33,7/12/2017 20:39,28,5,I think its good how it is now,NULL
R_Zz1QPRYcwlGmX8B,7/12/2017 20:33,7/12/2017 20:40,28,2,Make it easier to navigate. SO HARD TO FIND THINGS TO FIX OR FORMAT.,NULL
R_sHXP6l0iwsDVcgp,7/12/2017 20:36,7/12/2017 20:40,28,3,,NULL
R_3Ms5H0fC6v1H2jr,7/12/2017 20:34,7/12/2017 20:42,28,4,add more licenses to use on mobile devices. I think I should I only pay for the Computers/Macs and not pay for mobile/tablet licenses...,NULL
R_e3CQ4vh4ScDdYGJ,7/12/2017 20:40,7/12/2017 20:44,28,3,Better instructions,NULL
R_1NaWTeFYw8LJUag,7/12/2017 20:39,7/12/2017 20:44,28,2,Make it a non subscription program.,NULL
R_3pos4Xd6o1zRLhd,7/12/2017 20:41,7/12/2017 20:44,28,4,Make the online version have the features of the desktop version,NULL
R_prr6qmftylvRMZz,7/12/2017 20:38,7/12/2017 20:45,28,4,"For me, I am happy with it. I need to get more familiar with programs other than Word and Excel,which are the ones I use almost daily, before I can fully comment.",NULL
R_3D6p53YvtJ3LNfO,7/12/2017 20:45,7/12/2017 20:45,28,5,,NULL
R_1g17hOdnSOKva4A,7/12/2017 20:40,7/12/2017 20:46,28,5,could be a little more user friendly. offer more free courses on how to do things.,NULL
R_0eobYGUrNQs8rFT,7/12/2017 20:46,7/12/2017 20:48,28,3,free,NULL
R_2bIsQ1IalupT9jo,7/12/2017 20:51,7/12/2017 20:55,28,5,,NULL
R_1g8GkBSyDanfvTP,7/12/2017 20:53,7/12/2017 20:55,28,5,,NULL
R_3DnmeX6am6zbA4m,7/12/2017 20:27,7/12/2017 21:00,28,5,Cheaper storage options would be good.,NULL
R_3ELMUjsBZWpvLP0,7/12/2017 20:56,7/12/2017 21:00,28,4,The facility to use it over different platforms is one of its key advantages.  Am not comfortable yet with the continuing incurred costs.,NULL
R_3EFle1sxCGMLom9,7/12/2017 20:55,7/12/2017 21:03,28,2,,NULL
R_1l9nYHgM3rMoYvR,7/12/2017 20:55,7/12/2017 21:03,28,4,,NULL
R_Dr6XTDIyDuuM6fT,7/12/2017 21:01,7/12/2017 21:04,28,4,It doesn't work well on my computer.  My Internet is not very good and it causes my computer to run too slow.,NULL
R_3khUofyKzuZfkUw,7/12/2017 21:05,7/12/2017 21:07,28,4,,NULL
R_3061OlFWfpJlFBn,7/12/2017 21:07,7/12/2017 21:09,28,5,Enjoy it as it is.  Am not a techie.,NULL
R_1NeS4C3fhHhkSRI,7/12/2017 21:07,7/12/2017 21:14,28,5,"Applications are fine, but one drive should allow space sharing or allocating among registered users.  Not every users needs are the same.",NULL
R_2wiYy6KWJsK7Ps1,7/12/2017 21:13,7/12/2017 21:19,28,4,,NULL
R_3nGDLc0lxL6KImV,7/12/2017 21:13,7/12/2017 21:20,28,3,When one logs on for the day registration of 365 should only need to be validated for that entire day only once a day.  If one is not online the program should not validate your usage every time you log on.  That is sort of a big Deal.,NULL
R_1jwSGXq0Rgl64rA,7/12/2017 21:17,7/12/2017 21:21,28,5,More compatible with iPhone and iPad,NULL
R_3JrxfIstI4Z4MzQ,7/12/2017 21:20,7/12/2017 21:22,28,5,Include Visio,NULL
R_1LGay5P2FJPCZ2L,7/12/2017 21:22,7/12/2017 21:26,28,5,not sure,NULL
R_31uCrUiGsf5tM6f,7/12/2017 21:17,7/12/2017 21:27,28,3,Make it less expensive,NULL
R_29udzt1dAL5Y60e,7/12/2017 21:26,7/12/2017 21:29,28,5,Make other modules available,NULL
R_a3R9m3DyVZbgZr3,7/12/2017 21:00,7/12/2017 21:40,28,3,Outlook needs to run more efficient,NULL
R_25SdjfKnW5UB63w,7/12/2017 21:43,7/12/2017 21:44,28,5,,NULL
R_3KOtGIhJc4Yv2z5,7/12/2017 21:43,7/12/2017 21:46,28,4,,NULL
R_32JiV1onw7zPoQ6,7/12/2017 21:45,7/12/2017 21:47,28,3,,NULL
